t11,t12,t13,t14,t15,t21,t22,t23,t24,t25
Shen,Hecarim,Vladimir,Jhin,Braum,Maokai,RekSai,Ryze,Ezreal,Trundle
Trundle,RekSai,Leblanc,Caitlyn,Nami,Gnar,Elise,Azir,Jhin,Karma
Vladimir,Graves,Lissandra,Caitlyn,Braum,Maokai,RekSai,Gangplank,Lucian,Janna
Shen,Nidalee,Azir,Ezreal,Karma,Swain,Graves,Viktor,Lucian,Trundle
Gnar,RekSai,Zilean,Sivir,Karma,Irelia,Elise,Viktor,Lucian,Braum
Irelia,RekSai,Azir,Lucian,Nami,Shen,Olaf,Cassiopeia,Jhin,Karma
Yasuo,Gragas,Taliyah,Lucian,Bard,Swain,RekSai,Azir,Ezreal,Thresh
Trundle,Olaf,Leblanc,Sivir,Karma,Shen,RekSai,Syndra,Lucian,Bard
Irelia,RekSai,Azir,Lucian,Nami,Jax,Olaf,Cassiopeia,Sivir,Karma
Maokai,Nidalee,TwistedFate,Twitch,Nami,Irelia,RekSai,Viktor,Sivir,Karma
Shen,Graves,Viktor,Ashe,Braum,Fiora,RekSai,Zilean,Sivir,Bard
Swain,Gragas,Azir,Lucian,Karma,Irelia,RekSai,Cassiopeia,Jhin,Zyra
Shen,Graves,TwistedFate,Ashe,Bard,Trundle,RekSai,Viktor,Jhin,Karma
Hecarim,Elise,Azir,Sivir,Soraka,Trundle,Nidalee,Leblanc,Ashe,Braum
Irelia,Gragas,Ryze,Sivir,Bard,Shen,RekSai,Viktor,Jhin,Braum
Rumble,RekSai,Viktor,Ezreal,Zyra,Trundle,Olaf,Karma,Ashe,Bard
Trundle,RekSai,Ryze,Sivir,Braum,Rumble,Hecarim,Leblanc,Jhin,Karma
Shen,RekSai,Cassiopeia,Ashe,Nami,Swain,Graves,Karma,Lucian,Braum
Irelia,Elise,Cassiopeia,Ashe,Thresh,Hecarim,RekSai,Ezreal,Lucian,Braum
Jax,Gragas,Anivia,Ezreal,Karma,Irelia,RekSai,Karthus,Jhin,Trundle
Jax,RekSai,Viktor,Lucian,Karma,Shen,Olaf,Ryze,Tristana,Braum
Malphite,Kindred,Azir,Sivir,Nami,Irelia,Elise,Karma,Ezreal,Bard
Illaoi,RekSai,Ryze,Twitch,Braum,Trundle,Hecarim,Cassiopeia,Lucian,Bard
Trundle,Kindred,Leblanc,Sivir,Braum,Irelia,Elise,Azir,Kalista,Zyra
Trundle,Elise,Viktor,Jhin,Braum,Ryze,Hecarim,Cassiopeia,Lucian,Zyra
Maokai,Graves,Vladimir,Kalista,Alistar,Irelia,Elise,Azir,Sivir,Karma
Maokai,Graves,Anivia,Sivir,Braum,Shen,Hecarim,Vladimir,Jhin,Soraka
Maokai,Kindred,Azir,Ezreal,Nami,Trundle,Elise,TwistedFate,Jhin,Bard
Trundle,Kindred,Viktor,Sivir,Braum,Irelia,RekSai,Karma,Kalista,Alistar
Shen,Graves,Ryze,Sivir,Bard,Maokai,LeeSin,Vladimir,Twitch,Nami
Irelia,Kindred,Viktor,Ezreal,Karma,Swain,RekSai,Vladimir,Ashe,Trundle
Irelia,Elise,Vladimir,Lucian,Braum,Nautilus,RekSai,Ryze,Jhin,Thresh
Shen,Gragas,Swain,Jhin,Nami,Fiora,RekSai,Azir,Sivir,Karma
Irelia,RekSai,Ryze,Ezreal,Nami,Trundle,Graves,Swain,Sivir,Bard
Irelia,Gragas,Viktor,Lucian,Karma,Nautilus,Elise,Kassadin,Jhin,Thresh
Hecarim,Elise,Vladimir,Ezreal,Bard,Irelia,RekSai,Ryze,Lucian,Nami
Irelia,Elise,Karma,Jhin,Bard,Maokai,LeeSin,Vladimir,Ezreal,Braum
Maokai,Elise,Azir,Sivir,Braum,Ryze,RekSai,Leblanc,Kalista,Kennen
Hecarim,Nidalee,Kassadin,Caitlyn,Braum,Vladimir,Elise,Zed,Jhin,Trundle
Shen,Kindred,Karma,Ezreal,Bard,Fiora,Evelynn,TwistedFate,Caitlyn,Alistar
Trundle,Elise,Lissandra,Lucian,Zyra,Irelia,Evelynn,TwistedFate,Caitlyn,Karma
Trundle,Elise,Lissandra,Lucian,Zyra,Fiora,Gragas,Zilean,Caitlyn,Braum
Ekko,Khazix,Ryze,Ashe,Bard,Maokai,Graves,Viktor,Caitlyn,Karma
Trundle,Gragas,Azir,Sivir,Nami,Swain,RekSai,Viktor,Caitlyn,Karma
Jax,Kindred,Azir,Tristana,Alistar,Irelia,RekSai,Brand,Jhin,Bard
Trundle,RekSai,Swain,Lucian,Nami,Irelia,Nidalee,Kassadin,Jhin,Thresh
Jax,Kindred,Zilean,Tristana,Braum,Irelia,Elise,Karma,Jhin,Zyra
Irelia,Olaf,Vladimir,Ashe,Bard,Jax,RekSai,Anivia,Ezreal,Zyra
Irelia,RekSai,Ryze,Sivir,Karma,Jax,Nidalee,Anivia,Twitch,Braum
Shen,Olaf,Vladimir,Sivir,Karma,Irelia,Nidalee,Anivia,Vayne,Braum
Irelia,Nidalee,Viktor,Caitlyn,Nami,Ryze,RekSai,Karma,Ezreal,Trundle
Maokai,Elise,Azir,Caitlyn,Bard,Shen,Hecarim,Ryze,Ezreal,Morgana
Lissandra,RekSai,Azir,Jinx,Braum,Trundle,Gragas,Varus,Ezreal,Karma
Ekko,Graves,Ryze,Ezreal,Nami,Trundle,Gragas,Viktor,Sivir,Braum
Maokai,Nidalee,Ryze,Ezreal,Alistar,Fizz,RekSai,Vladimir,Jhin,Bard
Ekko,RekSai,Anivia,Ezreal,Braum,Trundle,Gragas,Vladimir,Jhin,Karma
Swain,Kindred,Karma,Jhin,Alistar,Ekko,Elise,Varus,Sivir,Nami
Trundle,Elise,Vladimir,Ashe,Karma,Swain,RekSai,Anivia,Sivir,Braum
Gnar,RekSai,Azir,Ezreal,Braum,Vladimir,Gragas,Ryze,Jhin,Trundle
Irelia,Graves,Vladimir,Ezreal,Braum,Maokai,Volibear,Cassiopeia,Caitlyn,Karma
Maokai,Graves,Anivia,Ezreal,Braum,Irelia,Gragas,Vladimir,Caitlyn,Bard
Trundle,Graves,Karma,Ashe,Braum,Fiora,RekSai,Vladimir,Lucian,Bard
Trundle,Graves,Lissandra,Jhin,Karma,Jax,Nidalee,Ryze,Ezreal,Alistar
Trundle,Gragas,Vladimir,Jhin,Karma,Gnar,Kindred,AurelionSol,Ashe,Braum
Ryze,RekSai,Viktor,Sivir,Soraka,Irelia,Gragas,Cassiopeia,Ashe,Nami
Shen,Gragas,Vladimir,Jinx,TahmKench,Rumble,Hecarim,Karma,Sivir,Braum
Ryze,RekSai,Zilean,Ashe,Nami,Hecarim,Nidalee,Viktor,Jhin,Karma
Trundle,Elise,Karma,Sivir,Bard,Irelia,Nidalee,Zilean,Lucian,Braum
Gnar,RekSai,Leblanc,Ashe,Braum,Irelia,Gragas,TwistedFate,Lucian,Karma
Trundle,Gragas,Leblanc,Jhin,Braum,Rumble,RekSai,Viktor,Sivir,Bard
Irelia,Graves,Cassiopeia,Jhin,Braum,Shen,RekSai,Viktor,Ashe,Morgana
Trundle,Gragas,Viktor,Sivir,Bard,Irelia,RekSai,Karma,Lucian,Thresh
Trundle,Gragas,Viktor,Lucian,Nami,Ekko,RekSai,Kassadin,Jhin,Bard
Shen,Gragas,Anivia,Twitch,Alistar,Maokai,Elise,Vladimir,Lucian,Braum
Hecarim,RekSai,AurelionSol,Draven,Alistar,Trundle,Elise,Leblanc,Sivir,Bard
Fizz,Kindred,Vladimir,Jhin,Trundle,Ryze,RekSai,TwistedFate,Twitch,Braum
Maokai,Graves,Vladimir,Sivir,Braum,Rumble,LeeSin,Azir,Jhin,TahmKench
Maokai,Khazix,Leblanc,Sivir,Karma,Nautilus,Graves,Azir,Lucian,Trundle
Maokai,Khazix,Azir,Sivir,Thresh,Irelia,Evelynn,Orianna,Kalista,Blitzcrank
Jax,Nidalee,Azir,Kalista,Braum,Irelia,Elise,Leblanc,Sivir,Bard
Maokai,RekSai,Kassadin,Lucian,Trundle,Fiora,Graves,TwistedFate,Jhin,Braum
Trundle,Nidalee,AurelionSol,Ezreal,Alistar,Irelia,Gragas,Azir,Sivir,Karma
Rumble,RekSai,Azir,Ezreal,Karma,Trundle,Hecarim,TwistedFate,Ashe,Braum
Trundle,Nidalee,Karma,Ezreal,Alistar,Shen,RekSai,TwistedFate,Ashe,Braum
Riven,RekSai,Viktor,Ezreal,Braum,Shen,Hecarim,Lissandra,Lucian,Karma
Irelia,Gragas,Vladimir,Ashe,Alistar,Trundle,Elise,Cassiopeia,Sivir,Braum
Trundle,RekSai,Karma,Jhin,Thresh,Gnar,Elise,Cassiopeia,Twitch,Braum
Fizz,Graves,Viktor,Jhin,Nami,Maokai,Elise,Swain,Ashe,Karma
Trundle,RekSai,Viktor,Ashe,Alistar,Rumble,Hecarim,Azir,Jhin,Braum
Ryze,Gragas,TwistedFate,Jhin,Nami,Maokai,RekSai,Viktor,Lucian,Karma
Maokai,RekSai,Swain,Ezreal,Braum,Shen,Nidalee,Leblanc,Jhin,Bard
Swain,RekSai,Varus,Ezreal,Zyra,Jax,Gragas,Viktor,Sivir,Karma
Maokai,LeeSin,Ryze,Ezreal,Bard,Nautilus,Graves,Swain,Jhin,Karma
Rumble,Nidalee,Karma,Jhin,Zyra,Trundle,Gragas,TwistedFate,Sivir,Thresh
Irelia,Gragas,Azir,Jhin,Thresh,Gnar,Elise,Viktor,Ashe,Braum
Irelia,Nidalee,Viktor,Jhin,Soraka,Maokai,Graves,Cassiopeia,Sivir,Braum
Irelia,RekSai,Cassiopeia,Sivir,Braum,Gnar,Kindred,Vladimir,Ashe,Alistar
Maokai,Khazix,Leblanc,Sivir,Thresh,Trundle,Hecarim,Malzahar,Ezreal,Braum
Irelia,Gragas,Karma,KogMaw,Braum,Trundle,LeeSin,Vladimir,Jhin,Bard
Trundle,Elise,Vladimir,Ezreal,Braum,Lissandra,Gragas,Cassiopeia,Ashe,Alistar
Maokai,Nidalee,Ryze,Ezreal,Karma,Nautilus,LeeSin,Vladimir,Ashe,Nami
Shen,Graves,Kassadin,Ashe,Bard,Rumble,Kindred,Vladimir,Sivir,Braum
Trundle,RekSai,Azir,Ezreal,Karma,Irelia,Gragas,Viktor,Sivir,Nami
Irelia,RekSai,Vladimir,Ashe,Braum,Renekton,Nidalee,Ryze,Sivir,Alistar
Shen,RekSai,Viktor,Ashe,Thresh,Rumble,Olaf,Ryze,Ezreal,Braum
Gnar,Elise,Anivia,Ashe,Braum,Shen,Nidalee,Vladimir,Ezreal,Karma
Trundle,RekSai,Karma,Sivir,Braum,Gangplank,Hecarim,Malzahar,Ashe,Alistar
Maokai,Hecarim,Karma,Jhin,Alistar,Shen,Graves,Vladimir,Ashe,Braum
Vladimir,Nidalee,Anivia,Twitch,Soraka,Swain,RekSai,Ryze,Lucian,Karma
Shen,Graves,Vladimir,Sivir,Braum,Gangplank,RekSai,Karma,Lucian,Alistar
Rumble,RekSai,Ekko,Ezreal,Braum,Gnar,Hecarim,Viktor,Twitch,Thresh
Jax,Elise,Ziggs,Caitlyn,Karma,Swain,RekSai,Azir,Lucian,Nami
Rumble,RekSai,Viktor,Caitlyn,Karma,Shen,Kindred,TwistedFate,Sivir,Braum
JarvanIV,RekSai,Cassiopeia,Sivir,Alistar,Shen,Kindred,Lissandra,Lucian,Braum
Teemo,Elise,Cassiopeia,Lucian,Nami,Gnar,RekSai,Viktor,Ezreal,Alistar
JarvanIV,Gragas,Cassiopeia,Sivir,Alistar,Maokai,RekSai,Leblanc,Ashe,Braum
Shen,RekSai,Viktor,Jhin,Karma,Gnar,Gragas,Azir,Sivir,Janna
Irelia,Gragas,Azir,Ashe,Braum,Gnar,Hecarim,Viktor,Twitch,Thresh
Trundle,Kindred,Ryze,Caitlyn,Soraka,Lissandra,Nidalee,Anivia,Ezreal,Zyra
Trundle,Elise,Viktor,Ezreal,Karma,Irelia,Gragas,Ryze,Sivir,Nami
Rumble,RekSai,Vladimir,Ezreal,Thresh,Gnar,Gragas,Viktor,KogMaw,Braum
Irelia,Nidalee,Zilean,Ashe,Alistar,Trundle,Elise,Lissandra,Lucian,Morgana
Shen,Gragas,Ryze,Ashe,Karma,Lissandra,RekSai,Vladimir,Jhin,Thresh
Shen,Kindred,Cassiopeia,Ezreal,Karma,Gangplank,RekSai,Vladimir,Ashe,Bard
Gangplank,RekSai,Azir,Lucian,Bard,Trundle,Kindred,Taliyah,Jhin,Thresh
Gnar,Gragas,Azir,Ashe,Nami,Taliyah,RekSai,Kassadin,Jhin,Karma
Olaf,LeeSin,Azir,Jhin,Thresh,Irelia,Gragas,Kassadin,Sivir,Karma
Gnar,RekSai,Kassadin,Ashe,Karma,Trundle,Gragas,Vladimir,Jhin,Bard
Jax,Olaf,Zilean,Sivir,Karma,Rumble,RekSai,Viktor,Draven,Braum
Olaf,Nidalee,Zilean,Ezreal,Braum,Gnar,Elise,Viktor,Ashe,Karma
Gnar,Nidalee,Varus,Sivir,Braum,Irelia,RekSai,Azir,Ashe,Alistar
Gangplank,RekSai,Karma,Sivir,TahmKench,Gnar,Elise,Ryze,Ashe,Alistar
Olaf,Gragas,Viktor,Lucian,Braum,Jax,RekSai,Zilean,Ashe,Alistar
Shen,Graves,Viktor,Jhin,Braum,Gangplank,RekSai,Zilean,Sivir,Bard
Trundle,RekSai,Viktor,Jhin,Braum,Ryze,Olaf,Zilean,Sivir,Nami
Irelia,Graves,Karma,Jhin,Braum,Hecarim,RekSai,Ryze,Ashe,Nami
Shen,Elise,Vladimir,Sivir,Braum,Jax,RekSai,Ryze,Ashe,Soraka
Ryze,RekSai,Leblanc,Tristana,Alistar,Gangplank,Gragas,Azir,MissFortune,TahmKench
Shen,Hecarim,Azir,Ashe,Braum,Jax,RekSai,Taliyah,Sivir,Soraka
Rumble,Olaf,Gangplank,Jhin,Trundle,Shen,RekSai,Malzahar,Caitlyn,Braum
Shen,Hecarim,Azir,Ashe,Braum,Jax,RekSai,Cassiopeia,Jhin,Soraka
Trundle,Elise,Viktor,Sivir,Karma,Gnar,Graves,Vladimir,Ashe,Alistar
Gangplank,Olaf,Viktor,Sivir,Braum,Shen,RekSai,Kassadin,Caitlyn,Karma
Renekton,RekSai,Viktor,Sivir,Braum,Irelia,Elise,Cassiopeia,Ashe,Thresh
Illaoi,Gragas,Viktor,Ashe,Taric,Jax,RekSai,Karma,Jhin,Braum
Trundle,Elise,Lulu,Caitlyn,Braum,Fiora,RekSai,Karma,Lucian,Thresh
Gnar,Elise,Ryze,Ezreal,Bard,Irelia,Olaf,Kassadin,Ashe,Karma
Trundle,Gragas,Vladimir,Sivir,Thresh,Shen,RekSai,Anivia,Jhin,Braum
Gnar,Elise,Azir,Lucian,Karma,Kennen,RekSai,Ryze,Jhin,Morgana
Hecarim,RekSai,Lissandra,Kalista,Braum,Shen,Gragas,Viktor,Lucian,Trundle
Shen,RekSai,Lissandra,Twitch,Karma,Gangplank,Nidalee,Anivia,Jhin,Braum
Shen,LeeSin,Vladimir,Ashe,Taric,Gangplank,Gragas,Malzahar,Ezreal,Braum
Trundle,Elise,Vladimir,Lucian,Braum,Irelia,Gragas,Ryze,Jhin,Morgana
Maokai,Gragas,Vladimir,Sivir,Braum,Shen,Graves,Kassadin,Kalista,Thresh
Maokai,Graves,Kassadin,Sivir,Braum,Hecarim,Gragas,Viktor,Kalista,Thresh
Shen,Olaf,Azir,Sivir,Braum,Gnar,Elise,Viktor,Lucian,Trundle
Gnar,RekSai,Viktor,Sivir,Braum,Jax,Elise,Malzahar,Lucian,Trundle
Irelia,Nidalee,Viktor,Jhin,Trundle,TahmKench,RekSai,Cassiopeia,Caitlyn,Braum
Gnar,Olaf,Azir,Sivir,Braum,Rumble,RekSai,Taliyah,Jhin,Karma
Shen,Hecarim,TwistedFate,Jhin,Alistar,TahmKench,Gragas,Azir,Ashe,Braum
Irelia,RekSai,Xerath,Sivir,TahmKench,Trundle,Gragas,Malzahar,Lucian,Braum
Trundle,Hecarim,TwistedFate,Sivir,Thresh,Gnar,Gragas,Leblanc,Jhin,Braum
Trundle,Graves,Ryze,Jhin,Thresh,Lissandra,Khazix,Vladimir,Sivir,Braum
Trundle,Elise,Malzahar,Sivir,Braum,Shen,RekSai,Viktor,Jhin,Thresh
Lissandra,RekSai,Yasuo,Jhin,Trundle,Renekton,Graves,TwistedFate,Sivir,Braum
Gangplank,Nidalee,Karma,Jhin,Trundle,Ryze,RekSai,Viktor,Ashe,Bard
TahmKench,Elise,Malzahar,Ashe,Trundle,Gnar,RekSai,Karma,Jhin,Braum
Maokai,Graves,Malzahar,Ezreal,Braum,Shen,RekSai,Viktor,Ashe,Bard
Trundle,Elise,Ryze,Sivir,Alistar,Shen,Hecarim,Azir,Ashe,Braum
TahmKench,LeeSin,Vladimir,Ezreal,Alistar,Shen,Gragas,Malzahar,Sivir,Taric
Gnar,Hecarim,TwistedFate,Ashe,Braum,Shen,Gragas,Karma,Sivir,Taric
Gangplank,RekSai,Viktor,Sivir,Alistar,Shen,Kindred,Ryze,Lucian,Braum
Gnar,Elise,Viktor,Jhin,Alistar,Teemo,Nidalee,Varus,Ashe,TahmKench
Gangplank,Gragas,Azir,Sivir,Braum,Shen,Hecarim,Malzahar,Ashe,Alistar
Maokai,Gragas,Malzahar,Sivir,Bard,Ekko,RekSai,TwistedFate,Ashe,Braum
Rumble,RekSai,Swain,Lucian,Braum,Shen,Hecarim,Fizz,Ezreal,Thresh
Gnar,Hecarim,Karma,Ezreal,Trundle,Fiora,Gragas,Kassadin,Jhin,Braum
Gnar,Gragas,Cassiopeia,Sivir,Braum,Trundle,Kindred,Ryze,Ashe,Alistar
Irelia,Graves,Azir,Jhin,Trundle,Lissandra,RekSai,Zed,Sivir,Thresh
Gnar,Nidalee,Leblanc,Sivir,Alistar,Ekko,Gragas,Viktor,Kalista,Bard
Gnar,LeeSin,Viktor,Jhin,Braum,Fiora,Elise,Malzahar,Sivir,Nami
Gangplank,Olaf,Azir,Sivir,Janna,Fiora,Gragas,Malzahar,Lucian,Alistar
Shen,Nocturne,TwistedFate,Ezreal,Bard,Maokai,Graves,Malzahar,Lucian,Braum
Gangplank,Elise,Karma,Lucian,Braum,Fiora,Gragas,Vladimir,Sivir,Taric
Trundle,Gragas,Leblanc,Sivir,Bard,Shen,Kindred,Azir,Ezreal,Karma
Trundle,Nidalee,Malzahar,Ashe,TahmKench,Shen,Hecarim,Anivia,Urgot,Karma
Fiora,Elise,Kassadin,Lucian,Trundle,Shen,Gragas,Vladimir,Sivir,Bard
Irelia,Elise,Ryze,Jhin,Thresh,Shen,Hecarim,Malzahar,Lucian,Alistar
Shen,Elise,Malzahar,Sivir,Braum,Gangplank,Gragas,Swain,Jhin,Alistar
Gnar,Gragas,Azir,Sivir,Nami,Trundle,Graves,Taliyah,Kalista,Braum
Gnar,Nidalee,Anivia,Sivir,Taric,Poppy,Gragas,Vladimir,Kalista,Braum
Gnar,Olaf,Gangplank,Sivir,Janna,Rumble,RekSai,Malzahar,Lucian,Alistar
Malzahar,Hecarim,Vladimir,Sivir,Karma,Shen,Gragas,Kassadin,Lucian,Sona
Irelia,Elise,Viktor,Sivir,Braum,Trundle,Graves,Taliyah,Ashe,Bard
Shen,Gragas,Cassiopeia,Lucian,Braum,Trundle,Hecarim,Karma,Ashe,Morgana
Shen,Gragas,Taliyah,Ashe,Morgana,Gnar,Elise,Lissandra,Sivir,Alistar
Gnar,Elise,Taliyah,Ashe,Braum,Ekko,Graves,TwistedFate,Jhin,Alistar
Rumble,RekSai,Viktor,Ashe,Braum,Trundle,Gragas,Taliyah,Sivir,Karma
Rumble,RekSai,TwistedFate,Ashe,Alistar,Trundle,Gragas,Leblanc,Sivir,Braum
Gnar,RekSai,Leblanc,Caitlyn,Bard,Shen,Gragas,Azir,Sivir,Karma
Trundle,Gragas,Leblanc,Sivir,Morgana,Shen,Elise,Ryze,Kalista,Alistar
Gnar,RekSai,Ahri,Sivir,Zyra,Trundle,Gragas,Taliyah,Lucian,Karma
Illaoi,Nidalee,Viktor,Ezreal,Taric,Jax,Olaf,TwistedFate,Sivir,Karma
Gnar,Graves,Lissandra,Lucian,Karma,Trundle,Gragas,Azir,Jhin,Bard
Trundle,Gragas,Vladimir,Ashe,Karma,Gnar,Olaf,Malzahar,Sivir,Janna
Olaf,Elise,Viktor,Sivir,Karma,TahmKench,RekSai,Azir,Lucian,Nami
Jax,RekSai,Azir,Lucian,Braum,Irelia,Olaf,Taliyah,Sivir,Bard
Gangplank,Gragas,Azir,Sivir,Karma,Gnar,RekSai,Viktor,Caitlyn,Bard
Gnar,RekSai,Ryze,Sivir,TahmKench,Lissandra,Hecarim,Vladimir,Lucian,Karma
Jax,Elise,Vladimir,Sivir,Trundle,Gnar,RekSai,Azir,Lucian,Braum
Gangplank,RekSai,Viktor,Sivir,Braum,Irelia,Olaf,Zilean,Lucian,Trundle
Trundle,Elise,Azir,Ashe,Braum,Gnar,Gragas,Vladimir,Sivir,Karma
Trundle,Gragas,Cassiopeia,Jhin,Braum,Shen,Elise,Vladimir,Sivir,Janna
Yasuo,Hecarim,Malzahar,Ashe,TahmKench,Gnar,Gragas,Vladimir,Jhin,Alistar
Hecarim,Nidalee,Azir,Lucian,Karma,Jax,RekSai,AurelionSol,Sivir,Bard
Illaoi,Elise,Malzahar,Sivir,Karma,Irelia,Gragas,Ryze,Lucian,Morgana
Lissandra,RekSai,Azir,Ashe,Karma,Hecarim,Gragas,Ryze,Jhin,Morgana
Shen,RekSai,Malzahar,Lucian,Braum,Illaoi,Gragas,Karma,Sivir,Trundle
Ekko,RekSai,Syndra,Lucian,Alistar,Shen,Gragas,Viktor,Ezreal,Trundle
Maokai,Nidalee,TwistedFate,Jhin,Trundle,Gangplank,Gragas,Viktor,Sivir,Alistar
Gnar,Gragas,Malzahar,Sivir,Braum,Maokai,Graves,Ryze,Twitch,Karma
Gnar,Elise,Azir,Tristana,Braum,Maokai,Graves,Zilean,Lucian,Karma
Shen,Hecarim,Vladimir,Ezreal,Braum,Trundle,Gragas,Malzahar,Sivir,Taric
Rumble,Graves,Malzahar,Ezreal,Karma,Shen,Hecarim,Viktor,Ashe,Alistar
Gnar,Gragas,Azir,Ashe,Braum,TahmKench,Nidalee,Varus,Sivir,Taric
Irelia,Gragas,Azir,Jhin,Trundle,Rumble,RekSai,Malzahar,Ashe,Thresh
Maokai,Gragas,Leblanc,Sivir,Braum,Gangplank,Hecarim,Vladimir,Ashe,Trundle
Gnar,Gragas,Karma,Lucian,Alistar,Trundle,Elise,Vladimir,Sivir,Braum
Shen,Gragas,Azir,Ashe,Braum,Hecarim,RekSai,Kassadin,Jhin,TahmKench
Irelia,Graves,Malzahar,Ezreal,Braum,Gnar,Gragas,Viktor,Jhin,Thresh
Gangplank,Gragas,Karma,Lucian,Zyra,Trundle,Elise,Vladimir,Sivir,Braum
Gangplank,RekSai,Karma,Lucian,Bard,Fizz,Gragas,Vladimir,Sivir,Braum
Irelia,Gragas,Viktor,Ezreal,Braum,Rumble,RekSai,Ryze,Twitch,Thresh
Gnar,Nidalee,Vladimir,Ezreal,Alistar,Gangplank,LeeSin,Leblanc,Ashe,Braum
Hecarim,RekSai,Taliyah,Lucian,Karma,Trundle,Gragas,Ryze,Sivir,Braum
Gnar,RekSai,Azir,Corki,TahmKench,Ekko,Gragas,Viktor,Ashe,Alistar
Trundle,Hecarim,Veigar,Jhin,Braum,Maokai,Kindred,Viktor,Sivir,Alistar
Shen,Hecarim,Ryze,Caitlyn,Karma,Irelia,RekSai,Swain,Jhin,Bard
Gnar,Elise,Viktor,Ashe,Trundle,TahmKench,Gragas,Vladimir,Sivir,Bard
Gangplank,Gragas,Kassadin,Jhin,Braum,Maokai,Khazix,Leblanc,Ezreal,Alistar
Trundle,RekSai,Cassiopeia,Kalista,Braum,Shen,Gragas,Varus,Sivir,Thresh
Gnar,RekSai,Viktor,Sivir,Karma,TahmKench,Nidalee,Varus,Lucian,Alistar
Gnar,RekSai,Malzahar,Lucian,Alistar,Shen,Elise,Viktor,Ezreal,Leona
Gnar,Graves,Leblanc,Lucian,Braum,Maokai,RekSai,Viktor,Sivir,Alistar
Irelia,Gragas,Lissandra,Sivir,Bard,Gnar,Elise,Cassiopeia,Jhin,Braum
Shen,Hecarim,Karma,Sivir,Morgana,Gangplank,RekSai,Kassadin,Jhin,Alistar
Gnar,RekSai,Viktor,Ashe,Braum,Trundle,Gragas,Ryze,Sivir,Karma
Gangplank,RekSai,Viktor,Sivir,Braum,Gnar,Elise,Vladimir,Ashe,Alistar
Gnar,Hecarim,Vladimir,Ezreal,Trundle,Rumble,Graves,Karma,Lucian,Bard
Shen,RekSai,Varus,Ashe,Bard,Gangplank,Gragas,Malzahar,Sivir,Alistar
Jax,Elise,Kassadin,Lucian,Braum,Gnar,Gragas,Taliyah,Sivir,Karma
Gangplank,Graves,Viktor,Sivir,Braum,Irelia,RekSai,Azir,Ashe,Alistar
Irelia,Elise,Karma,Lucian,Thresh,Gnar,RekSai,TwistedFate,Sivir,Braum
Trundle,Gragas,Leblanc,Ashe,Alistar,Rumble,Kindred,Azir,Jhin,Braum
Gnar,RekSai,Cassiopeia,Lucian,Karma,Irelia,Gragas,Viktor,Ashe,Alistar
Irelia,RekSai,Viktor,Sivir,Bard,Gnar,Hecarim,Azir,Lucian,Braum
Gnar,Gragas,Malzahar,Ashe,Bard,Rumble,Nidalee,Varus,Jhin,Braum
Irelia,RekSai,Cassiopeia,Sivir,Bard,Gnar,Elise,Karma,Ashe,Braum
Shen,Gragas,Azir,Sivir,Karma,Fiora,Elise,Viktor,Ashe,Alistar
Jax,RekSai,Viktor,Ashe,Braum,Trundle,Graves,Azir,Lucian,Karma
Trundle,RekSai,Vladimir,Sivir,Braum,Fiora,Gragas,Cassiopeia,Ashe,Karma
Gangplank,Gragas,Azir,Ezreal,Alistar,Shen,Hecarim,Taliyah,Ashe,Trundle
Maokai,Elise,Viktor,Lucian,Braum,Ryze,Nidalee,Karma,Sivir,Alistar
Shen,Graves,Karma,Sivir,Braum,Irelia,RekSai,Anivia,Ashe,Nami
Irelia,Graves,Viktor,Lucian,Trundle,Maokai,Hecarim,Azir,Ezreal,Braum
Gnar,RekSai,Ryze,Lucian,Braum,Irelia,Gragas,Vladimir,Sivir,Karma
Shen,Hecarim,Viktor,Sivir,Braum,Gnar,Elise,Taliyah,Lucian,Karma
Gangplank,Gragas,Cassiopeia,Ashe,Trundle,Irelia,Elise,Vladimir,Sivir,Sona
Shen,Hecarim,Ryze,Tristana,Taric,Rumble,Olaf,Vladimir,Jhin,Braum
Gnar,Graves,Karma,Sivir,Bard,Gangplank,Gragas,Viktor,Ashe,Alistar
Gangplank,Gragas,KogMaw,Ashe,Braum,Irelia,Rumble,Azir,Sivir,Karma
Irelia,RekSai,Vladimir,Lucian,Karma,Olaf,Elise,Cassiopeia,Caitlyn,Bard
Maokai,RekSai,Azir,Ezreal,Morgana,Swain,Hecarim,Taliyah,Sivir,Braum
Irelia,Gragas,Karma,Sivir,Braum,Shen,RekSai,Malzahar,Lucian,Trundle
Jax,Gragas,Kassadin,Lucian,Trundle,Irelia,RekSai,Vladimir,Sivir,Karma
Trundle,RekSai,Viktor,Sivir,Alistar,Shen,Elise,Malzahar,Lucian,Thresh
Irelia,Gragas,Vladimir,Sivir,Thresh,Shen,RekSai,Ryze,Ashe,Bard
Irelia,Hecarim,Vladimir,Ashe,Braum,Gangplank,Nidalee,Swain,Jhin,Alistar
Trundle,Gragas,Viktor,Ezreal,Braum,Gangplank,RekSai,Vladimir,Jhin,Alistar
Trundle,Gragas,Vladimir,Sivir,TahmKench,Fiora,RekSai,Kassadin,Lucian,Alistar
Shen,Elise,Leblanc,Ashe,Braum,Gnar,Gragas,Vladimir,Ezreal,Karma
